index,username,date,retweets,favorites,text,emotion,emotion_probability
2035,realDonaldTrump,25.09.19 05:04,11144,41673,Thank you @JennaEllisRives -- totally agree! pic.twitter.com/n3GDdAHLWh,joy,0.836937
2036,realDonaldTrump,25.09.19 04:55,15024,53427,"They (Dems) are scrambling for a theme and narrative. They've gone everywhere from Russian Hoax to Russian Collusion...and now they've come to this...they think they should have won the 2016 election, they think in their bizarre brains that they did..."" pic.twitter.com/xqYFEAzT8D""",fear,0.712446
2037,realDonaldTrump,25.09.19 04:35,14268,47044,"“Mark Levin: Media trying to protect Biden, ignoring MASSIVE DEMOCRAT SCANDAL” https://www. foxnews.com/media/mark-lev in-joe-biden-ukraine-media …",disgust,0.668091
2038,realDonaldTrump,25.09.19 04:26,19626,58868,"“Attorney For Anti-Trump ‘Whistleblower’ Worked For Hillary Clinton, Chuck Schumer” https:// thefederalist.com/2019/09/24/att orney-for-anti-trump-whistleblower-worked-for-hillary-clinton-chuck-schumer/ …",sadness,0.362883
2040,realDonaldTrump,25.09.19 00:22,29098,113394,Secretary of State Pompeo recieved permission from Ukraine Government to release the transcript of the telephone call I had with their President. They don’t know either what the big deal is. A total Witch Hunt Scam by the Democrats!,anger,0.501392
2042,realDonaldTrump,24.09.19 23:17,49840,231890,PRESIDENTIAL HARASSMENT!,disgust,0.393249
2043,realDonaldTrump,24.09.19 23:14,23400,110932,They never even saw the transcript of the call. A total Witch Hunt!,sadness,0.402833
2044,realDonaldTrump,24.09.19 23:11,17672,91952,"Pelosi, Nadler, Schiff and, of course, Maxine Waters! Can you believe this?",joy,0.605483
2045,realDonaldTrump,24.09.19 23:08,23609,104230,"Such an important day at the United Nations, so much work and so much success, and the Democrats purposely had to ruin and demean it with more breaking news Witch Hunt garbage. So bad for our Country!",disgust,0.43579
2046,realDonaldTrump,24.09.19 20:52,21232,87918,"The Democrats are so focused on hurting the Republican Party and the President that they are unable to get anything done because of it, including legislation on gun safety, lowering of prescription drug prices, infrastructure, etc. So bad for our Country!",sadness,0.627603
2047,realDonaldTrump,24.09.19 20:51,15769,73295,THANK YOU! pic.twitter.com/Ne2LOSAWpX,NaN,1.0
2048,realDonaldTrump,24.09.19 20:12,22481,103223,"....You will see it was a very friendly and totally appropriate call. No pressure and, unlike Joe Biden and his son, NO quid pro quo! This is nothing more than a continuation of the Greatest and most Destructive Witch Hunt of all time!",joy,0.632554
2049,realDonaldTrump,24.09.19 20:12,29695,132077,"I am currently at the United Nations representing our Country, but have authorized the release tomorrow of the complete, fully declassified and unredacted transcript of my phone conversation with President Zelensky of Ukraine....",joy,0.228152
2050,realDonaldTrump,24.09.19 06:02,8551,45765,True. A wonderful meeting! https:// twitter.com/nzherald/statu s/1176295193877856256 …,joy,0.948701
2051,realDonaldTrump,24.09.19 05:36,50189,213677,She seems like a very happy young girl looking forward to a bright and wonderful future. So nice to see! https:// twitter.com/WIRED/status/1 176166230425780224 …,joy,0.972324
2053,realDonaldTrump,24.09.19 01:24,19242,71999,"“ @FoxNews bombshell information reports that the so-called Whistleblower did not have firsthand knowledge of that phone conversation with Ukraine’s President.” Wow! @HARRISFAULKNER It is all a Democrat/Adam Schiff Scam! Doing this for 3 years now, and found NOTHING!",anger,0.459784
2055,realDonaldTrump,24.09.19 00:44,22864,139265,94% approval rating in the Republican Party. Thank you!,joy,0.52727
2056,realDonaldTrump,23.09.19 22:21,14611,73156,"Thank you, working hard! pic.twitter.com/1CpxcJOtha",joy,0.474266
2057,realDonaldTrump,23.09.19 21:37,36641,100275,This is the real corruption that the Fake News Media refuses to even acknowledge! pic.twitter.com/FCvUtWA33j,disgust,0.591427
2058,realDonaldTrump,23.09.19 17:29,13482,62296,....know the correct facts. Is he on our Country’s side. Where does he come from. Is this all about Schiff & the Democrats again after years of being wrong?,sadness,0.52923
2059,realDonaldTrump,23.09.19 17:29,18381,77892,"“The very thing that they are accusing President Trump of doing (which I didn’t do), was actually done by Joe Biden. Continues to be a double standard.” @RepDevinNunes @foxandfriends These people are stone cold Crooked. Also, who is this so-called “whistleblower” who doesn’t...",anger,0.560492
2061,realDonaldTrump,23.09.19 02:06,15322,87012,Just leaving the Great State of Ohio for New York and a few big days at the United Nations. Your Country will be well represented!,joy,0.685711
2062,realDonaldTrump,23.09.19 02:03,18442,70612,"..Breaking News: The Ukrainian Government just said they weren’t pressured at all during the “nice” call. Sleepy Joe Biden, on the other hand, forced a tough prosecutor out from investigating his son’s company by threat of not giving big dollars to Ukraine. That’s the real story!",fear,0.554302
2063,realDonaldTrump,23.09.19 02:03,17700,76473,Now the Fake News Media says I “pressured the Ukrainian President at least 8 times during my telephone call with him.” This supposedly comes from a so-called “whistleblower” who they say doesn’t even have a first hand account of what was said. More Democrat/Crooked Media con.....,sadness,0.693498
2065,realDonaldTrump,22.09.19 21:05,35059,147809,Incredible! https:// twitter.com/MEAIndia/statu s/1175804667961511937 …,sadness,0.0
2066,realDonaldTrump,22.09.19 21:03,42389,173136,The USA Loves India! https:// twitter.com/PMOIndia/statu s/1175807072870420481 …,joy,0.870201
2068,realDonaldTrump,22.09.19 17:34,16957,75935,Justice Kavanaugh should sue The Failing New York Times for all they are worth!,sadness,0.647765
2069,realDonaldTrump,22.09.19 17:28,15855,75660,Look forward to being with our great India loving community! https:// twitter.com/timesofindia/s tatus/1175765265637789697 …,joy,0.940111
2070,realDonaldTrump,22.09.19 17:22,11687,47604,“The @nytimes is trying to make someone (Justice Kavanaugh) into an evil person when they don’t have the information to back it up. It is a false hoax.” @MZHemingway @MediaBuzzFNC Zero people were fired at the Times. Why?,anger,0.506217
2071,realDonaldTrump,22.09.19 16:39,23252,108127,Will be in Houston to be with my friend. Will be a great day in Texas! https:// twitter.com/IndiaToday/sta tus/1175766383180648453 …,joy,0.703857
2072,realDonaldTrump,22.09.19 16:29,12800,53630,"“They are trying to destroy and influence Justice Kavanaugh, a very good man.” @LindseyGrahamSC 100% correct, and they should be fully exposed for what they are!",anger,0.59039
2073,realDonaldTrump,22.09.19 15:39,6211,33843,I go along with Joe! https:// twitter.com/Sen_JoeManchin /status/1175364800655740930 …,joy,0.190429
2074,realDonaldTrump,22.09.19 15:39,9747,44967,"“Go across the world and you’ll see either very low interest rates, or negative rates. The President wants to be competitive with these other countries on this, but I don’t think he’ll fire Jay Powell (even if I should!).” We should always be paying less interest than others!",sadness,0.423082
2075,realDonaldTrump,22.09.19 15:39,16977,57554,"“The real story involves Hunter Biden going around the world and collecting large payments from foreign governments and foreign oligarchs.” Peter Schweizer Laura Ingraham Hunter made a fortune in Ukraine and in China. He knew nothing about Energy, or anything else.",joy,0.34569
2077,realDonaldTrump,22.09.19 02:15,11491,49660,"“When someone gets nominated overwhelmingly, and then wins the Election, as he did, then he gets to set the National Agenda. The press is just outrages. This @nytimes story is the most irresponsible thing I’ve ever seen.” @EdRollins @LouDobbs I agree. They also lose too much!",anger,0.484554
2078,realDonaldTrump,22.09.19 02:04,14639,62685,"...The Fake News Media nowadays not only doesn’t check for the accuracy of the facts, they knowingly make up the facts. They even make up sources in order to protect their partners, the Democrats. It is so wrong, but they don’t even care anymore. They have gone totally CRAZY!!!!",sadness,0.601744
2079,realDonaldTrump,22.09.19 02:04,17670,74772,"The LameStream Media had a very bad week. They pushed numerous phony stories and got caught, especially The Failing New York Times, which has lost more money over the last 10 years than any paper in history, and The Amazon Washington Post. They are The Enemy of the People!",sadness,0.571605
2080,realDonaldTrump,22.09.19 00:47,15872,56797,"“Ukraine Foreign Minister disputes reports of any pressure from Trump. This conversation was long, friendly, and it touched on many questions.” @NBCNews Correct. If your looking for something done wrong, just look at the tape of Sleepy Joe. He is being protected by the Media!",disgust,0.419289
2081,realDonaldTrump,21.09.19 23:50,13274,51280,"“They’re trying to turn what was a Biden scandal into a Trump scandal.” @PeterSchweizer The problem is, “Trump” did nothing wrong!",disgust,0.572598
2082,realDonaldTrump,21.09.19 23:47,13413,58904,....with a foreign leader. Was this person officially asked to listen to the conversation or was he or she secretly listening in?” @GreggJarrett,disgust,0.373429
2083,realDonaldTrump,21.09.19 23:47,17250,71164,“It appears that an American spy in one of our intelligence agencies may have been spying on our own president. The complaint suggests that this intel agent was listening in on Trump’s conversation....,disgust,0.328525
2084,realDonaldTrump,21.09.19 23:43,16720,59741,“The pretend Ukraine scandal is an another malicious seditious effort to protect the Obama/Clinton gang. Criminal classified leaks and spying targeting Trump — again.” @TomFitton,disgust,0.723872
2088,realDonaldTrump,21.09.19 21:28,16409,65131,"Some of the best Economic Numbers our Country has ever experienced are happening right now. This is despite a Crooked and Demented Deep State, and a probably illegal Democrat/Fake News Media Partnership the likes of which the world has never seen. MAKE AMERICA GREAT AGAIN!",anger,0.397033
2091,realDonaldTrump,21.09.19 16:02,17713,68783,"Now that the Democrats and the Fake News Media have gone “bust” on every other of their Witch Hunt schemes, they are trying to start one just as ridiculous as the others, call it the Ukraine Witch Hunt, while at the same time trying to protect Sleepy Joe Biden. Will fail again!",anger,0.466061
2092,realDonaldTrump,21.09.19 14:53,36530,86846,This is the real and only story! pic.twitter.com/4z8eOcm6PA,joy,0.585083
2093,realDonaldTrump,21.09.19 14:31,14970,61409,"....story about me and a perfectly fine and routine conversation I had with the new President of the Ukraine. Nothing was said that was in any way wrong, but Biden’s demand, on the other hand, was a complete and total disaster. The Fake News knows this but doesn’t want to report!",sadness,0.439298
2094,realDonaldTrump,21.09.19 14:31,17243,68080,"The Fake News Media and their partner, the Democrat Party, want to stay as far away as possible from the Joe Biden demand that the Ukrainian Government fire a prosecutor who was investigating his son, or they won’t get a very large amount of U.S. money, so they fabricate a.....",sadness,0.603377
2095,realDonaldTrump,21.09.19 06:11,22620,114634,"I want to express my gratitude to America’s magnificent @FLOTUS for tonight’s exquisite evening where we celebrated more than a century of loyal and devoted friendship between Both of our nations are blessed by uncommon courage, unfailing commitment, and unyielding character! pic.twitter.com/i61cHCZYlD",joy,0.931814
2096,realDonaldTrump,20.09.19 22:55,11530,50921,"Rachel Campos-Duffy has written a wonderful book for children, “Paloma Wants To Be Lady Freedom.” She and her husband, Sean Duffy, have done so much for our Country. Buy this book - great for the kids! pic.twitter.com/zCYW91OSOU",joy,0.821891
2097,realDonaldTrump,20.09.19 22:35,16055,77981,"Thank you, working hard! pic.twitter.com/dDVWjm95iP",joy,0.474266
2099,realDonaldTrump,20.09.19 14:27,13245,61070,"....statement. Strange that with so many other people hearing or knowing of the perfectly fine and respectful conversation, that they would not have also come forward. Do you know the reason why they did not? Because there was nothing said wrong, it was pitch perfect!",joy,0.664159
2100,realDonaldTrump,20.09.19 14:27,17220,74107,"The Radical Left Democrats and their Fake News Media partners, headed up again by Little Adam Schiff, and batting Zero for 21 against me, are at it again! They think I may have had a “dicey” conversation with a certain foreign leader based on a “highly partisan” whistleblowers..",disgust,0.509407
2101,realDonaldTrump,20.09.19 14:02,24279,107772,"Oh no, really big political news, perhaps the biggest story in years! Part time Mayor of New York City, @BilldeBlasio , who was polling at a solid ZERO but had tremendous room for growth, has shocking dropped out of the Presidential race. NYC is devastated, he’s coming home!",disgust,0.437634
2102,realDonaldTrump,20.09.19 04:49,15668,66710,"“The U.S. Economy is the envy of the world, as Europe and Asia slide ever toward recession. But the Left is trying to avoid talking about the Trump Economy.” @IngrahamAngle The Best Is Yet To Come.",sadness,0.428039
2103,realDonaldTrump,20.09.19 04:09,12288,71018,"Great news. @MariaBartiromo just renewed her deal with Fox. I don’t care how much they paid her, they got a beautiful bargain. Congratulations to both!",joy,0.864843
2104,realDonaldTrump,20.09.19 02:03,8567,39867,Nice meeting with Mark Zuckerberg of @Facebook in the Oval Office today. https://www. facebook.com/153080620724/p osts/10163173035125725?sfns=mo … pic.twitter.com/jNt93F2BsG,joy,0.826651
2105,realDonaldTrump,19.09.19 23:42,19213,90180,"Because of my Administration, drug prices are down for the first time in almost 50 years — but the American people need Congress to help. I like Sen. Grassley’s drug pricing bill very much, and it’s great to see Speaker Pelosi’s bill today. Let’s get it done in a bipartisan way!",joy,0.344738
2106,realDonaldTrump,19.09.19 16:51,18248,87933,Presidential Harassment!,disgust,0.374862
2107,realDonaldTrump,19.09.19 16:47,17334,85188,"....Knowing all of this, is anybody dumb enough to believe that I would say something inappropriate with a foreign leader while on such a potentially “heavily populated” call. I would only do what is right anyway, and only do good for the USA!",anger,0.423088
2108,realDonaldTrump,19.09.19 16:47,20065,93113,"Another Fake News story out there - It never ends! Virtually anytime I speak on the phone to a foreign leader, I understand that there may be many people listening from various U.S. agencies, not to mention those from the other country itself. No problem!",disgust,0.532267
2109,realDonaldTrump,19.09.19 04:05,27879,123604,GREAT progress on the Border Wall! pic.twitter.com/TvOYxgsBSv,joy,0.876987
2110,realDonaldTrump,19.09.19 03:42,18978,90166,"All Polls, and some brand new Polls, show very little support for impeachment. Such a waste of time, especially with sooo much good that could be done, including prescription drug price reduction, healthcare, infrastructure etc.",sadness,0.265594
2111,realDonaldTrump,19.09.19 02:35,14883,72928,Thank you! pic.twitter.com/hScbURTzMJ,NaN,1.0
2114,realDonaldTrump,18.09.19 20:25,14481,57887,"Jay Powell and the Federal Reserve Fail Again. No “guts,” no sense, no vision! A terrible communicator!",sadness,0.608192
2115,realDonaldTrump,18.09.19 18:00,13713,61017,Happy 72nd Birthday to our GREAT @USAirForce ! #HBDUSAF https://www. instagram.com/p/B2jvRllHJvc/ ?igshid=oev7tnflmn2y … pic.twitter.com/n3mznw9pd5,joy,0.946174
2116,realDonaldTrump,18.09.19 17:19,10491,52091,"....far safer and much less expensive. Many more cars will be produced under the new and uniform standard, meaning significantly more JOBS, JOBS, JOBS! Automakers should seize this opportunity because without this alternative to California, you will be out of business.",sadness,0.284137
2117,realDonaldTrump,18.09.19 17:19,10133,50543,".... advantage, and also due to the fact that older, highly polluting cars, will be replaced by new, extremely environmentally friendly cars. There will be very little difference in emissions between the California Standard and the new U.S. Standard, but the cars will be....",joy,0.402648
2118,realDonaldTrump,18.09.19 17:19,14443,66568,"The Trump Administration is revoking California’s Federal Waiver on emissions in order to produce far less expensive cars for the consumer, while at the same time making the cars substantially SAFER. This will lead to more production because of this pricing and safety......",sadness,0.404493
2119,realDonaldTrump,18.09.19 15:23,14458,62053,"I am pleased to announce that I will name Robert C. O’Brien, currently serving as the very successful Special Presidential Envoy for Hostage Affairs at the State Department, as our new National Security Advisor. I have worked long & hard with Robert. He will do a great job!",joy,0.836559
2120,realDonaldTrump,18.09.19 14:53,19444,87157,I have just instructed the Secretary of the Treasury to substantially increase Sanctions on the country of Iran!,joy,0.255189
2121,realDonaldTrump,18.09.19 14:45,15632,65928,"So nice that our Country is now Energy Independent. The USA is in better shape than ever before. Strongest Military by far, biggest Economy (no longer even close), number one in Energy! MAGA = KAG!",joy,0.812502
2122,realDonaldTrump,18.09.19 14:21,20841,99967,"Terrence K. Williams, “You can’t impeach Trump for being a winner!”",joy,0.395556
2123,realDonaldTrump,18.09.19 13:55,10449,42355,Dummy Beto made it much harder to make a deal. Convinced many that Dems just want to take your guns away. Will continue forward! https:// twitter.com/tvt_news/statu s/1173770428554153990 …,sadness,0.635962
2124,realDonaldTrump,18.09.19 13:47,6206,27815,Great! https:// twitter.com/parscale/statu s/1174027975261474817 …,NaN,1.0
2125,realDonaldTrump,18.09.19 13:45,6641,32200,Thank you Corey! https:// twitter.com/CLewandowski_/ status/1174034891538931712 …,joy,0.61245
2126,realDonaldTrump,18.09.19 13:28,9924,36767,The Witch Hunt is the greatest political scam in U.S. history! #MAGA https:// twitter.com/Jim_Jordan/sta tus/1174073517865934849 …,disgust,0.486969
2127,realDonaldTrump,18.09.19 13:08,12199,51689,"As Corey Lewandowski stated very clearly yesterday in front of the House Judiciary Committee, President Trump didn’t do anything wrong or illegal. But they all know that. The Democrats are hurting our Country, and getting nothing done. Shameful! @CLewandowski_ @foxandfriends",sadness,0.548556
2128,realDonaldTrump,18.09.19 02:06,13882,62630,"No Lindsey, it was a sign of strength that some people just don’t understand! https:// twitter.com/LindseyGrahamS C/status/1174049909558906880 …",joy,0.519437
2129,realDonaldTrump,18.09.19 01:58,22448,95075,"The New York Times is now blaming an editor for the horrible mistake they made in trying to destroy or influence Justice Brett Kavanaugh. It wasn’t the editor, the Times knew everything. They are sick and desperate, losing in so many ways!",sadness,0.513801
2131,realDonaldTrump,17.09.19 19:49,12733,62586,Such a beautiful Opening Statement by Corey Lewandowski! Thank you Corey! @CLewandowski_,joy,0.850173
2132,realDonaldTrump,17.09.19 19:05,10889,49497,"Just departed New Mexico for California, where we are delivering results! pic.twitter.com/EKWzgjTXyd",joy,0.341068
2133,realDonaldTrump,17.09.19 17:12,9937,49558,....”That story (Kavanaugh) is nowhere near the standard that should be met in publishing a story.” @brithume @FoxNews,joy,0.689732
2134,realDonaldTrump,17.09.19 17:12,15782,72866,"The New York Times is at its lowest point in its long and storied history. Not only is it losing a lot of money, but it is a journalistic disaster, being laughed at even in the most liberal of enclaves. It has become a very sad joke all all over the World. Witch Hunt hurt them...",sadness,0.699508
2135,realDonaldTrump,17.09.19 05:49,16483,58727,"If you want to stop the drug smugglers, human traffickers, and vicious MS-13 gang members from threatening our communities and poisoning our youth, you have only one choice — you must elect more REPUBLICANS! #KAG2020 pic.twitter.com/L4neBV2SEo",disgust,0.549302
2136,realDonaldTrump,17.09.19 05:42,19938,78387,"We are all united by the same love of Country, the same devotion to family, and the same profound faith that America is blessed by the eternal grace of ALMIGHTY GOD! Bound by these convictions, we will campaign for every vote & we will WIN the Great State of NEW MEXICO in 2020! pic.twitter.com/BV5Wxs5GxE",joy,0.955831
2137,realDonaldTrump,17.09.19 05:38,13306,52184,Beautiful evening in New Mexico with Great American Patriots! https://www. pscp.tv/w/cFBIcTEyMzE3 NDF8MXlwS2RCYWxOcmFKV5okZbKrNdH1JakoeenpXVKbLs-cV64U2aL3dMOPN876?t=3s …,joy,0.831024
2138,realDonaldTrump,17.09.19 00:49,17190,78705,KEEP AMERICA GREAT! pic.twitter.com/oPWfjSGW22,joy,0.737304
2139,realDonaldTrump,17.09.19 00:48,8756,38807,On my way to New Mexico — see you all shortly at the @StarCenter ! #KAG2020 https://www. instagram.com/p/B2fP1cmB9XD/ ?igshid=1t50mu46fjsy5 … pic.twitter.com/zRQfrVUVtY,joy,0.377984
2140,realDonaldTrump,17.09.19 00:40,14159,70356,"...She can never recover, and will never return to Greatness, under current Management. The Times is DEAD, long live The New York Times!",sadness,0.375417
2141,realDonaldTrump,17.09.19 00:40,27047,114129,"I call for the Resignation of everybody at The New York Times involved in the Kavanaugh SMEAR story, and while you’re at it, the Russian Witch Hunt Hoax, which is just as phony! They’ve taken the Old Grey Lady and broken her down, destroyed her virtue and ruined her reputation...",disgust,0.477175
2142,realDonaldTrump,16.09.19 23:13,13775,54590,“How many stories are wrong? Almost all of the stories the New York Times has done are inaccurate and wrong.” @greggutfeld The New York Times should close its doors and throw away the keys. The women mentioned in the Kavanaugh story said she didn’t even remember the event.,sadness,0.652226
2143,realDonaldTrump,16.09.19 22:59,10381,47814,Congratulations @MarianoRivera ! pic.twitter.com/ek4VGj0p0s,NaN,1.0
2144,realDonaldTrump,16.09.19 21:26,8336,38189,"This afternoon at the @WhiteHouse , it was my great honor to present our nation’s highest civilian honor, the Presidential Medal of Freedom, to American baseball legend @MarianoRivera . Congratulations on this extraordinary achievement, Mo! https://www. pscp.tv/w/cE_X2DFvTlFs TFJub1dwUXd8MXZPR3dhbVllTld4Qqn7JGMynN_uwOAyo31pUYIZh92Vy6yx1LMyYFYIvaC9?t=1s …",joy,0.924612
2145,realDonaldTrump,16.09.19 21:16,10239,47809,"Thank you, working hard! #KAG2020 pic.twitter.com/CP32Vcx4he",joy,0.474266
2146,realDonaldTrump,16.09.19 20:57,10860,44109,"Big crowd expected in New Mexico tonight, where we will WIN. Your Border Wall is getting stronger each and every day — see you in a few hours! https://www. donaldjtrump.com/events/rio-nm- 2019-sept/ …",joy,0.659685
2147,realDonaldTrump,16.09.19 19:59,8300,43447,"In a short while I will be presenting the New York @Yankees @MarianoRivera , the greatest relief pitcher (Closer!) of all time, with the Presidential Medal of Freedom in the East Room of the @WhiteHouse !",joy,0.728012
2148,realDonaldTrump,16.09.19 16:01,18148,77312,"....for the privilege of being your President - and doing the best job that has been done in many decades. I am far beyond somebody paying for a hotel room for the evening, or filling up a gas tank at an airport I do not own. These Radical Left Democrats are CRAZY! Obama Netflix?",anger,0.366673
2149,realDonaldTrump,16.09.19 16:01,19460,83831,"They failed on the Mueller Report, they failed on Robert Mueller’s testimony, they failed on everything else, so now the Democrats are trying to build a case that I enrich myself by being President. Good idea, except I will, and have always expected to, lose BILLIONS of DOLLARS..",sadness,0.722516
2150,realDonaldTrump,16.09.19 15:35,10231,42004,"“Democrats would rather talk about gun control than get something done.” Governor John Sununu @FoxNews @BillHemmer The big questions are, will they “move the goalposts” and, is this just a ploy to TAKE YOUR GUNS AWAY? I hope NOT on both counts, but I’ll be able to figure it out!",anger,0.462565
2151,realDonaldTrump,16.09.19 15:15,18329,77219,"Remember when Iran shot down a drone, saying knowingly that it was in their “airspace” when, in fact, it was nowhere close. They stuck strongly to that story knowing that it was a very big lie. Now they say that they had nothing to do with the attack on Saudi Arabia. We’ll see?",sadness,0.398215
2152,realDonaldTrump,16.09.19 14:35,18559,66985,"Just Out: “Kavanaugh accuser doesn’t recall incident.” @foxandfriends DO YOU BELIEVE WHAT THESE HORRIBLE PEOPLE WILL DO OR SAY. They are looking to destroy, and influence his opinions - but played the game badly. They should be sued!",disgust,0.487299
2153,realDonaldTrump,16.09.19 14:17,14360,59350,"“What’s happening to Justice Kavanaugh is a disgrace. This guy is not a good man, he is a great man. He has to go to his church with his family while these terrible reports are being written about him, a disgrace!” Dan Bongino @foxandfriends",disgust,0.80541
